"No.","Time","Source","Destination","Protocol","Length","Info","Text","Bit Value"
"14088","52.943062","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=20&y=45&event=mousemove HTTP/1.1 ","",""
"14098","52.963277","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=19&y=45&event=mousemove HTTP/1.1 ","",""
"14108","53.017292","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=19&y=46&event=mousemove HTTP/1.1 ","",""
"14118","53.049060","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=19&y=47&event=mousemove HTTP/1.1 ","",""
"14130","53.074287","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=48&event=mousemove HTTP/1.1 ","",""
"14140","53.102414","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=49&event=mousemove HTTP/1.1 ","",""
"14150","53.154113","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=50&event=mousemove HTTP/1.1 ","",""
"14160","53.186468","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=51&event=mousemove HTTP/1.1 ","",""
"14170","53.222471","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=52&event=mousemove HTTP/1.1 ","",""
"14180","53.233087","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=53&event=mousemove HTTP/1.1 ","",""
"14190","53.251988","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=54&event=mousemove HTTP/1.1 ","",""
"14200","53.271722","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=55&event=mousemove HTTP/1.1 ","",""
"14210","53.292472","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=56&event=mousemove HTTP/1.1 ","",""
"14220","53.339152","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=59&event=mousemove HTTP/1.1 ","",""
"14230","53.377143","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=61&event=mousemove HTTP/1.1 ","",""
"14240","53.645790","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=18&y=63&event=mousemove HTTP/1.1 ","",""
"14252","53.739491","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=19&y=63&event=mousemove HTTP/1.1 ","",""
"14264","53.767453","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=20&y=63&event=mousemove HTTP/1.1 ","",""
"14274","53.820412","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=21&y=63&event=mousemove HTTP/1.1 ","",""
"14284","53.845402","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=22&y=63&event=mousemove HTTP/1.1 ","",""
"14296","53.867532","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=23&y=63&event=mousemove HTTP/1.1 ","",""
"14308","53.872663","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=24&y=63&event=mousemove HTTP/1.1 ","",""
"14320","53.892863","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=25&y=63&event=mousemove HTTP/1.1 ","",""
"14332","53.909127","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=26&y=63&event=mousemove HTTP/1.1 ","",""
"14342","53.927464","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=27&y=63&event=mousemove HTTP/1.1 ","",""
"14354","53.943396","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=28&y=63&event=mousemove HTTP/1.1 ","",""
"14366","53.966869","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=29&y=63&event=mousemove HTTP/1.1 ","",""
"14378","53.981695","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=31&y=63&event=mousemove HTTP/1.1 ","",""
"14390","54.007271","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=32&y=63&event=mousemove HTTP/1.1 ","",""
"14402","54.015820","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=33&y=63&event=mousemove HTTP/1.1 ","",""
"14414","54.033787","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=35&y=63&event=mousemove HTTP/1.1 ","",""
"14426","54.060419","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=36&y=64&event=mousemove HTTP/1.1 ","",""
"14438","54.078294","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=37&y=64&event=mousemove HTTP/1.1 ","",""
"14450","54.094417","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=38&y=64&event=mousemove HTTP/1.1 ","",""
"14462","54.111753","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=39&y=64&event=mousemove HTTP/1.1 ","",""
"14474","54.143109","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=40&y=64&event=mousemove HTTP/1.1 ","",""
"14486","54.167443","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=41&y=64&event=mousemove HTTP/1.1 ","",""
"14498","54.175719","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=42&y=64&event=mousemove HTTP/1.1 ","",""
"14508","54.192283","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=43&y=64&event=mousemove HTTP/1.1 ","",""
"14520","54.219306","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=44&y=65&event=mousemove HTTP/1.1 ","",""
"14532","54.311019","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=53&y=65&event=mousemove HTTP/1.1 ","",""
"14544","55.243294","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=58&y=64&event=mousemove HTTP/1.1 ","",""
"14566","55.272361","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=60&y=63&event=mousemove HTTP/1.1 ","",""
"14576","55.283314","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=61&y=63&event=mousemove HTTP/1.1 ","",""
"14586","55.307583","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=63&y=62&event=mousemove HTTP/1.1 ","",""
"14591","55.307806","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=62&y=62&event=mousemove HTTP/1.1 ","",""
"14608","55.318629","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=64&y=62&event=mousemove HTTP/1.1 ","",""
"14620","55.335882","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=68&y=62&event=mousemove HTTP/1.1 ","",""
"14632","55.354913","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=72&y=61&event=mousemove HTTP/1.1 ","",""
"14644","55.390429","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=74&y=61&event=mousemove HTTP/1.1 ","",""
"14656","55.406044","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=81&y=60&event=mousemove HTTP/1.1 ","",""
"14668","55.428877","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=85&y=60&event=mousemove HTTP/1.1 ","",""
"14680","55.432782","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=87&y=59&event=mousemove HTTP/1.1 ","",""
"14692","55.449952","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=88&y=59&event=mousemove HTTP/1.1 ","",""
"14704","56.535719","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=88&y=58&event=mousemove HTTP/1.1 ","",""
"14716","56.544631","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=89&y=58&event=mousemove HTTP/1.1 ","",""
"14728","56.552416","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=90&y=58&event=mousemove HTTP/1.1 ","",""
"14740","56.561748","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=91&y=58&event=mousemove HTTP/1.1 ","",""
"14752","56.569081","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=92&y=58&event=mousemove HTTP/1.1 ","",""
"14764","56.582508","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=93&y=58&event=mousemove HTTP/1.1 ","",""
"14776","56.596936","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=95&y=57&event=mousemove HTTP/1.1 ","",""
"14788","56.604333","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=96&y=57&event=mousemove HTTP/1.1 ","",""
"14793","56.605528","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=97&y=57&event=mousemove HTTP/1.1 ","",""
"14812","56.615058","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=98&y=56&event=mousemove HTTP/1.1 ","",""
"14824","56.621600","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=99&y=56&event=mousemove HTTP/1.1 ","",""
"14836","56.631798","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=101&y=56&event=mousemove HTTP/1.1 ","",""
"14848","56.642201","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=102&y=55&event=mousemove HTTP/1.1 ","",""
"14860","56.665964","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=103&y=55&event=mousemove HTTP/1.1 ","",""
"14872","56.676697","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=54&event=mousemove HTTP/1.1 ","",""
"14877","56.679061","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=53&event=mousemove HTTP/1.1 ","",""
"14896","56.706405","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=51&event=mousemove HTTP/1.1 ","",""
"14908","56.724301","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=50&event=mousemove HTTP/1.1 ","",""
"14920","56.755308","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=49&event=mousemove HTTP/1.1 ","",""
"14932","56.771558","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=48&event=mousemove HTTP/1.1 ","",""
"14944","56.787908","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=47&event=mousemove HTTP/1.1 ","",""
"14956","56.821860","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=45&event=mousemove HTTP/1.1 ","",""
"14968","56.841795","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=44&event=mousemove HTTP/1.1 ","",""
"14980","56.872295","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=42&event=mousemove HTTP/1.1 ","",""
"14992","56.892524","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=34&event=mousemove HTTP/1.1 ","",""
"15004","56.907705","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=33&event=mousemove HTTP/1.1 ","",""
"15016","56.926305","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=31&event=mousemove HTTP/1.1 ","",""
"15028","56.942808","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=28&event=mousemove HTTP/1.1 ","",""
"15040","56.962523","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=24&event=mousemove HTTP/1.1 ","",""
"15052","56.980486","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=23&event=mousemove HTTP/1.1 ","",""
"15064","57.009244","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=105&y=21&event=mousemove HTTP/1.1 ","",""
"15069","57.009700","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=21&event=mousemove HTTP/1.1 ","",""
"15088","57.038005","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=103&y=19&event=mousemove HTTP/1.1 ","",""
"15098","57.039857","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=103&y=18&event=mousemove HTTP/1.1 ","",""
"15110","57.055953","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=101&y=18&event=mousemove HTTP/1.1 ","",""
"15120","57.071094","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=100&y=17&event=mousemove HTTP/1.1 ","",""
"15132","57.089823","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=99&y=17&event=mousemove HTTP/1.1 ","",""
"15144","57.105375","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=98&y=17&event=mousemove HTTP/1.1 ","",""
"15156","57.139939","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=97&y=17&event=mousemove HTTP/1.1 ","",""
"15166","57.383102","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=97&y=18&event=mousedown HTTP/1.1 ","",""
"15178","57.574187","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=99&y=18&event=mousemove HTTP/1.1 ","",""
"15190","57.619745","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=100&y=18&event=mousemove HTTP/1.1 ","",""
"15202","57.649854","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=102&y=18&event=mousemove HTTP/1.1 ","",""
"15214","57.710589","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=104&y=18&event=mousemove HTTP/1.1 ","",""
"15224","57.744628","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=105&y=18&event=mousemove HTTP/1.1 ","",""
"15234","57.766498","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=106&y=18&event=mousemove HTTP/1.1 ","",""
"15244","57.775869","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=18&event=mousemove HTTP/1.1 ","",""
"15256","57.816420","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=108&y=18&event=mousemove HTTP/1.1 ","",""
"15268","57.853840","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=109&y=18&event=mousemove HTTP/1.1 ","",""
"15280","57.892829","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=110&y=18&event=mousemove HTTP/1.1 ","",""
"15292","57.913184","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=111&y=18&event=mousemove HTTP/1.1 ","",""
"15302","57.951443","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=112&y=18&event=mousemove HTTP/1.1 ","",""
"15314","57.977507","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=18&event=mousemove HTTP/1.1 ","",""
"15326","57.985183","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=18&event=mousemove HTTP/1.1 ","",""
"15338","58.006331","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=18&event=mousemove HTTP/1.1 ","",""
"15350","58.017246","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=18&event=mousemove HTTP/1.1 ","",""
"15362","58.034743","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=18&event=mousemove HTTP/1.1 ","",""
"15374","58.051719","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=118&y=18&event=mousemove HTTP/1.1 ","",""
"15384","58.098396","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=119&y=18&event=mousemove HTTP/1.1 ","",""
"15396","58.134186","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=120&y=18&event=mousemove HTTP/1.1 ","",""
"15406","58.165832","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=121&y=18&event=mousemove HTTP/1.1 ","",""
"15416","58.184797","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=122&y=18&event=mousemove HTTP/1.1 ","",""
"15426","58.201131","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=123&y=18&event=mousemove HTTP/1.1 ","",""
"15438","58.217003","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=124&y=18&event=mousemove HTTP/1.1 ","",""
"15450","58.234873","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=125&y=18&event=mousemove HTTP/1.1 ","",""
"15460","58.265882","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=126&y=18&event=mousemove HTTP/1.1 ","",""
"15472","58.289103","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=127&y=19&event=mousemove HTTP/1.1 ","",""
"15482","58.314765","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=128&y=19&event=mousemove HTTP/1.1 ","",""
"15492","58.324698","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=129&y=19&event=mousemove HTTP/1.1 ","",""
"15502","58.356695","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=130&y=19&event=mousemove HTTP/1.1 ","",""
"15512","58.379756","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=131&y=19&event=mousemove HTTP/1.1 ","",""
"15522","58.435104","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=132&y=19&event=mousemove HTTP/1.1 ","",""
"15532","58.493438","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=135&y=19&event=mousemove HTTP/1.1 ","",""
"15542","58.614960","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=138&y=19&event=mousemove HTTP/1.1 ","",""
"15554","59.855705","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=138&y=19&event=mouseup HTTP/1.1 ","",""
"15566","59.876163","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=138&y=20&event=mousemove HTTP/1.1 ","",""
"15578","59.969123","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=136&y=20&event=mousemove HTTP/1.1 ","",""
"15588","60.009511","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=132&y=21&event=mousemove HTTP/1.1 ","",""
"15600","60.020911","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=131&y=21&event=mousemove HTTP/1.1 ","",""
"15612","60.032633","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=130&y=21&event=mousemove HTTP/1.1 ","",""
"15622","60.039238","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=129&y=21&event=mousemove HTTP/1.1 ","",""
"15632","60.047364","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=127&y=22&event=mousemove HTTP/1.1 ","",""
"15642","60.057377","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=126&y=22&event=mousemove HTTP/1.1 ","",""
"15652","60.089814","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=124&y=22&event=mousemove HTTP/1.1 ","",""
"15657","60.089977","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=123&y=22&event=mousemove HTTP/1.1 ","",""
"15672","60.105504","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=122&y=23&event=mousemove HTTP/1.1 ","",""
"15684","60.135388","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=121&y=23&event=mousemove HTTP/1.1 ","",""
"15696","60.401766","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=121&y=22&event=mousemove HTTP/1.1 ","",""
"15706","60.619551","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=120&y=22&event=mousemove HTTP/1.1 ","",""
"15716","61.211394","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=120&y=21&event=mousemove HTTP/1.1 ","",""
"15728","61.947069","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=119&y=20&event=mousedown HTTP/1.1 ","",""
"15740","62.081128","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=118&y=21&event=mousemove HTTP/1.1 ","",""
"15750","62.093848","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=118&y=22&event=mousemove HTTP/1.1 ","",""
"15760","62.120715","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=118&y=23&event=mousemove HTTP/1.1 ","",""
"15772","62.140611","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=25&event=mousemove HTTP/1.1 ","",""
"15784","62.155448","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=26&event=mousemove HTTP/1.1 ","",""
"15796","62.222764","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=34&event=mousemove HTTP/1.1 ","",""
"15808","62.246629","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=36&event=mousemove HTTP/1.1 ","",""
"15820","62.256463","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=37&event=mousemove HTTP/1.1 ","",""
"15832","62.280526","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=114&y=38&event=mousemove HTTP/1.1 ","",""
"15842","62.289821","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=39&event=mousemove HTTP/1.1 ","",""
"15854","62.321233","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=40&event=mousemove HTTP/1.1 ","",""
"15866","62.355132","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=41&event=mousemove HTTP/1.1 ","",""
"15878","62.392165","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=42&event=mousemove HTTP/1.1 ","",""
"15890","62.434247","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=43&event=mousemove HTTP/1.1 ","",""
"15902","62.559139","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=43&event=mousemove HTTP/1.1 ","",""
"15914","62.674826","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=44&event=mousemove HTTP/1.1 ","",""
"15926","62.699041","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=45&event=mousemove HTTP/1.1 ","",""
"15938","62.721675","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=46&event=mousemove HTTP/1.1 ","",""
"15950","62.741561","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=47&event=mousemove HTTP/1.1 ","",""
"15962","62.762404","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=48&event=mousemove HTTP/1.1 ","",""
"15974","62.776103","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=49&event=mousemove HTTP/1.1 ","",""
"15986","62.798472","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=50&event=mousemove HTTP/1.1 ","",""
"15998","62.825188","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=51&event=mousemove HTTP/1.1 ","",""
"16010","62.883666","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=52&event=mousemove HTTP/1.1 ","",""
"16022","62.913102","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=53&event=mousemove HTTP/1.1 ","",""
"16034","62.932413","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=54&event=mousemove HTTP/1.1 ","",""
"16046","62.960465","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=113&y=56&event=mousemove HTTP/1.1 ","",""
"16058","62.979659","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=57&event=mousemove HTTP/1.1 ","",""
"16070","63.014504","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=114&y=58&event=mousemove HTTP/1.1 ","",""
"16082","63.045268","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=115&y=59&event=mousemove HTTP/1.1 ","",""
"16092","63.061069","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=115&y=60&event=mousemove HTTP/1.1 ","",""
"16104","63.094387","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=115&y=61&event=mousemove HTTP/1.1 ","",""
"16114","63.162921","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=116&y=63&event=mousemove HTTP/1.1 ","",""
"16124","63.193927","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=116&y=64&event=mousemove HTTP/1.1 ","",""
"16136","63.588231","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=116&y=64&event=mouseup HTTP/1.1 ","",""
"16148","63.708180","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=117&y=64&event=mousemove HTTP/1.1 ","",""
